Id,Probability
154,0.020753212
155,0.012647563
156,0.014820805
157,0.036485393
158,0.006160625
159,0.12330037
160,0.0127356695
161,0.0029717968
162,0.011189669
163,0.015965832
164,0.09139584
165,0.006070829
166,0.02557125
167,0.5858353
168,0.01028669
169,0.109893344
170,0.009030443
171,0.005547725
172,0.013464253
173,0.01144736
174,0.061456155
175,0.008769583
176,0.2937056
177,0.015773704
178,0.07974001
179,0.013689491
180,0.009902972
181,0.058469683
182,0.011536596
183,0.024647402
184,0.0071985507
185,0.12867878
186,0.006067518
187,0.00514885
188,0.016732853
189,0.037965864
190,0.017263062
191,0.017580392
192,0.041832544
193,0.013674723
194,0.051231645
195,0.005275766
196,0.026243929
197,0.009132932
198,0.0076628067
199,0.009393411
200,0.008268266
201,0.07440308
202,0.041611657
203,0.6095054
204,0.053698875
205,0.006822488
206,0.008786996
207,0.0073739355
208,0.005590373
209,0.06799881
210,0.0059106178
211,0.078195766
212,0.02672725
213,0.01760966
214,0.00952801
215,0.017561113
216,0.07592741
217,0.005636168
218,0.056613807
219,0.01667563
220,0.0016847027
221,0.013637528
222,0.004395697
223,0.015631238
224,0.0044076727
225,0.0048791044
226,0.10320331
227,0.007864535
228,0.09828534
229,0.063237585
230,0.6389456
231,0.21044312
232,0.010532554
233,0.010367618
234,0.011738636
235,0.010192478
236,0.08469057
237,0.051333964
238,0.0040833917
239,0.024600271
240,0.020329215
241,0.024082107
242,0.015622164
243,0.004710404
244,0.02037425
245,0.06602443
246,0.01086343
247,0.019144818
248,0.0037362312
249,0.014437685
250,0.27925214
251,0.004674247
252,0.3757947
253,0.0026241553
254,0.060108628
255,0.019400965
256,0.0042070756
257,0.028271798
258,0.1803844
259,0.02769246
260,0.23201475
261,0.0036666302
262,0.019248977
263,0.0062720184
264,0.056125224
265,0.08821183
266,0.0108239865
267,0.0771774
268,0.042459134
269,0.20761743
270,0.0056591197
271,0.028549707
272,0.026253613
273,0.005079138
274,0.015556795
275,0.0043630903
276,0.024311079
277,0.0062562805
278,0.005565004
279,0.064340204
280,0.016311802
281,0.5549216
282,0.04588581
283,0.04486867
284,0.011199645
285,0.008372437
286,0.00912681
287,0.014501773
288,0.04098363
289,0.07662952
290,0.08786744
291,0.32126242
292,0.0033676415
293,0.03150072
294,0.011122191
295,0.002581022
296,0.020026594
297,0.009022406
298,0.02708199
299,0.0028170685
300,0.0049148696
301,0.07272692
302,0.006252499
303,0.010453566
304,0.0056324867
305,0.34740308
306,0.035038896
307,0.0017980277
308,0.05864154
309,0.2749236
310,0.009069858
311,0.32516232
312,0.003873124
313,0.2870287
314,0.014066907
315,0.036018215
316,0.0698286
317,0.29210714
318,0.012901549
319,0.0065873093
320,0.084663175
321,0.15509012
322,0.008769197
323,0.009158845
324,0.0051483107
325,0.083449304
326,0.0073974207
327,0.019793233
328,0.005121243
329,0.029150918
330,0.0060158893
331,0.015508029
332,0.013216558
333,0.010718565
334,0.028168844
335,0.03752621
336,0.059792362
337,0.013326953
338,0.10020934
339,0.032370288
340,0.006929379
341,0.0027847996
342,0.015393154
343,0.013794593
344,0.054624114
345,0.031304102
346,0.03445153
347,0.50233823
348,0.08958964
349,0.014118417
350,0.008212
351,0.05114681
352,0.017753927
353,0.0026718723
354,0.13680774
355,0.0059642396
356,0.0040198485
357,0.7084319
358,0.0032819314
359,0.019476235
360,0.22799784
361,0.011112199
362,0.0056529944
363,0.004122443
364,0.015589975
365,0.036724392
366,0.077010185
367,0.041364294
368,0.09631687
369,0.0078095123
370,0.15985349
371,0.003803365
372,0.0861299
373,0.012775831
374,0.005628311
375,0.021111757
376,0.0032896067
377,0.032331128
378,0.002599983
379,0.013302152
380,0.021883752
381,0.0034951847
382,0.03300867
383,0.02131204
384,0.0639754
385,0.008463199
386,0.0058761835
387,0.0040599676
388,0.009668645
389,0.012356242
390,0.015300361
391,0.0032166203
392,0.0048801536
393,0.018459845
394,0.11434911
395,0.0032679073
396,0.003395902
397,0.10922818
398,0.19096535
399,0.0044242404
400,0.01995486
401,0.0061518843
402,0.00093308
403,0.00929044
404,0.0019145338
405,0.9512838
406,0.9295658
407,0.013638856
408,0.06288738
409,0.026761835
410,0.013380172
411,0.022546634
412,0.048932508
413,0.09339496
414,0.003767185
415,0.0055019245
416,0.10480202
417,0.11612726
418,0.06573827
419,0.0069206953
420,0.015196826
421,0.009907358
422,0.006572554
423,0.021353083
424,0.0064454637
425,0.0129435
426,0.015181562
427,0.01033929
428,0.01327508
429,0.11567374
430,0.0095215095
431,0.4143251
432,0.0032552874
433,0.008013866
434,0.009962337
435,0.035637815
436,0.017446743
437,0.049799785
438,0.09193132
439,0.002682761
440,0.052454576
441,0.013342782
442,0.028224446
443,0.0836705
444,0.0037370105
445,0.024933374
446,0.3565275
447,0.015218342
448,0.073145404
449,0.03568076
450,0.002706377
451,0.017190086
452,0.004790782
453,0.10611982
454,0.02352899
455,0.05416181
456,0.026484387
457,0.02379017
458,0.0076846
459,0.055475086
460,0.008626988
461,0.013922926
462,0.055392455
463,0.0110577075
464,0.081880674
465,0.03062407
466,0.0032659527
467,0.0063837464
468,0.013052983
469,0.006943864
470,0.23083799
471,0.0017966203
472,0.008277417
473,0.2109058
474,0.015627393
475,0.010709286
476,0.016143177
477,0.0027970914
478,0.015112841
479,0.0118664475
480,0.007542175
481,0.082771815
482,0.0016447149
483,0.016602954
484,0.037040364
485,0.003068066
486,0.4246285
487,0.021603594
488,0.086155534
489,0.08179172
490,0.02729015
491,0.009945514
492,0.020048186
493,0.3429801
494,0.009612098
495,0.29751736
496,0.028297538
497,0.007324325
498,0.0047201947
499,0.078333676
500,0.005455043
501,0.007656301
502,0.0076092035
503,0.020508751
504,0.007180522
505,0.005114302
506,0.07371515
507,0.03322223
508,0.0022151298
509,0.0045628203
510,0.015035834
511,0.009900905
512,0.14094545
513,0.032791577
514,0.019464118
515,0.01652042
516,0.26134807
517,0.0058850953
518,0.007862994
519,0.0032749695
520,0.007100861
521,0.0047402866
522,0.0072584474
523,0.12099022
524,0.044887546
525,0.06590094
526,0.4573014
527,0.12337193
528,0.010047269
529,0.14180116
530,0.01845174
531,0.012238543
532,0.005603576
533,0.0077279913
534,0.0033334293
535,0.01097968
536,0.0028713427
537,0.0076575186
538,0.052778576
539,0.010144101
540,0.009827554
541,0.02666999
542,0.031476796
543,0.017328069
544,0.10959565
545,0.019449089
546,0.0035211775
547,0.038853705
548,0.0032535705
549,0.0013839436
550,0.11672519
551,0.32230625
552,0.036142476
553,0.007498577
554,0.005632433
555,0.042256117
556,0.024452187
557,0.022946833
558,0.013024976
559,0.077027865
560,0.008782035
561,0.001448067
562,0.009868574
563,0.08044741
564,0.032231867
565,0.086882
566,0.004304094
567,0.0063195666
568,0.011219216
569,0.2639841
570,0.027400006
571,0.12382171
572,0.011296411
573,0.010084806
574,0.039390307
575,0.05239917
576,0.0048484732
577,0.04762446
578,0.007871425
579,0.07586016
580,0.0038654287
581,0.0035092665
582,0.006514057
583,0.0024546434
584,0.018822912
585,0.028019324
586,0.002711101
587,0.023802666
588,0.062682204
589,0.013359031
590,0.010777031
591,0.18192925
592,0.010443327
593,0.013582188
594,0.021309005
595,0.14469531
596,0.0121418275
597,0.0102907345
598,0.013740815
599,0.00761944
600,0.004932801
601,0.009647324
602,0.033362504
603,0.020653786
604,0.010242437
605,0.13128641
606,0.0141572105
607,0.07528436
608,0.016547807
609,0.12525703
610,0.012472668
611,0.035032205
612,0.002904899
613,0.008320479
614,0.026326811
615,0.012792922
616,0.004026637
617,0.13278015
618,0.003947
619,0.016387815
620,0.015654843
621,0.0038302469
622,0.031151006
623,0.025820758
624,0.017059144
625,0.07250437
626,0.7189734
627,0.14589466
628,0.006955705
629,0.0061495877
630,0.23876503
631,0.00528761
632,0.013791764
633,0.00359832
634,0.056410573
635,0.18369338
636,0.00085962965
637,0.006029997
638,0.007553154
639,0.021959415
640,0.0057989354
641,0.011040642
642,0.21322338
643,0.123729005
644,0.4786756
645,0.054525066
646,0.2990017
647,0.003417953
648,0.113149196
649,0.006303958
650,0.009891687
651,0.25166038
652,0.006738093
653,0.0467445
654,0.42718843
655,0.010303485
656,0.029168291
657,0.0117211575
658,0.009926985
659,0.09128319
660,0.12924625
661,0.023897871
662,0.33040726
663,0.13911994
664,0.0829598
665,0.39368176
666,0.0026573616
667,0.011727865
668,0.061223466
669,0.55715597
670,0.029437672
671,0.0025478592
672,0.055563238
673,0.0412887
674,0.0027672194
675,0.51999223
676,0.19583844
677,0.017776234
678,0.011220433
679,0.03730437
680,0.10831374
681,0.021869248
682,0.0049714996
683,0.031024259
684,0.017042745
685,0.08953062
686,0.004436576
687,0.0025233882
688,0.0068354364
689,0.10106493
690,0.015960036
691,0.054125216
692,0.31695154
693,0.036804035
694,0.026618317
695,0.03809618
696,0.008056815
697,0.0020563889
698,0.08090554
699,0.1624962
700,0.008317061
701,0.00573348
702,0.21050705
703,0.03526699
704,0.20014732
705,0.01358599
706,0.0056240885
707,0.029276963
708,0.00837488
709,0.0023434912
710,0.009002085
711,0.018714223
712,0.14240985
713,0.009960127
714,0.009914569
715,0.011962508
716,0.2005858
717,0.0036930074
718,0.030375645
719,0.019294756
720,0.00091332267
721,0.005729888
722,0.0110774925
723,0.05224574
724,0.0074139438
725,0.20806842
726,0.0062995274
727,0.0060029696
728,0.011096282
729,0.061682336
730,0.7012478
731,0.046922456
732,0.030124968
733,0.0033738457
734,0.009087553
735,0.059764605
736,0.0071690916
737,0.032300387
738,0.11707877
739,0.0128914965
740,0.0060768453
741,0.0062824734
742,0.009599274
743,0.067498416
744,0.016070858
745,0.010805256
746,0.032341283
747,0.0065473053
748,0.03583503
749,0.02283356
750,0.06991187
751,0.19119136
752,0.0030509706
753,0.009135033
754,0.0038925111
755,0.025858283
756,0.007366317
757,0.0076564676
758,0.021506013
759,0.0042656087
760,0.009945594
761,0.0071416865
762,0.061327204
763,0.03868433
764,0.0046465234
765,0.009160071
766,0.14516863
767,0.0058571333
768,0.071388766
769,0.010042513
770,0.13921794
771,0.005525171
772,0.12297982
773,0.062348682
774,0.008132256
775,0.038446356
776,0.0087551735
777,0.12711781
778,0.005384555
779,0.009582035
780,0.3089616
781,0.1413953
782,0.018029956
783,0.008645208
784,0.082909375
785,0.026756695
786,0.078072645
787,0.023790846
788,0.033687692
789,0.055665627
790,0.21735987
791,0.013158209
792,0.43984133
793,0.123014204
794,0.038701136
795,0.26428998
796,0.007628206
797,0.0839316
798,0.014733208
799,0.12581801
800,0.018139506
801,0.00698897
802,0.0034111105
803,0.07434203
804,0.007969513
805,0.2800584
806,0.022280617
807,0.005580322
808,0.06832883
809,0.034010813
810,0.019848242
811,0.073360056
812,0.024939865
813,0.020921329
814,0.009205751
815,0.13884239
816,0.04620472
817,0.0016923115
818,0.018824488
819,0.002866638
820,0.038703963
821,0.010471196
822,0.25546157
823,0.008720836
824,0.00832271
825,0.007838055
826,0.01351355
827,0.033321463
828,0.017807268
829,0.006184866
830,0.012313648
831,0.13484435
832,0.027186165
833,0.17620611
834,0.007481193
835,0.050377984
836,0.024497084
837,0.11190297
838,0.016153872
839,0.10110494
840,0.47034
841,0.14043592
842,0.054542813
843,0.19417284
844,0.049149893
845,0.6282676
846,0.53963274
847,0.011514318
848,0.002498619
849,0.22028364
850,0.0077224863
851,0.015428015
852,0.014883303
853,0.09637742
854,0.038750462
855,0.00376536
856,0.01214653
857,0.019416526
858,0.03279222
859,0.0026292957
860,0.022336738
861,0.3984545
862,0.0022441584
863,0.005003407
864,0.007877262
865,0.01220427
866,0.005346263
867,0.0027998723
868,0.10937832
869,0.016805151
870,0.0059010857
871,0.006469617
872,0.04447031
873,0.006357664
874,0.0061738
875,0.0033302656
876,0.025120083
877,0.010719527
878,0.018507672
879,0.002750727
880,0.030784747
881,0.016137179
882,0.056700274
883,0.033267375
884,0.027773352
885,0.009319174
886,0.016323084
887,0.053202618
888,0.5555072
889,0.008287714
890,0.026676726
891,0.004897717
892,0.005921653
893,0.36654782
894,0.6472092
895,0.017615411
896,0.014805767
897,0.027568487
898,0.0034100164
899,0.009113059
900,0.0044801934
901,0.050383206
902,0.02542787
903,0.012388451
904,0.0047424957
905,0.007287666
906,0.011219962
907,0.05884496
908,0.12830473
909,0.071286164
910,0.015509012
911,0.0109079955
912,0.088558435
913,0.0028593838
914,0.0073865536
915,0.056173414
916,0.009092866
917,0.020669788
918,0.005737192
919,0.019827828
920,0.035843097
921,0.06333295
922,0.090086915
923,0.11465766
924,0.026106097
925,0.0063072057
926,0.062025994
927,0.050044645
928,0.02096
929,0.0452358
930,0.37285116
931,0.13436873
932,0.011057858
933,0.08400191
934,0.15501826
935,0.0028987993
936,0.003104417
937,0.005152141
938,0.015561228
939,0.036922958
940,0.002241237
941,0.07015739
942,0.004205813
943,0.049977504
944,0.1479789
945,0.008148506
946,0.0066600293
947,0.046866413
948,0.015413412
949,0.01475573
950,0.005829876
951,0.0015819045
952,0.058029674
953,0.07280835
954,0.004848066
955,0.10102915
956,0.12600929
957,0.0057638306
958,0.024449911
959,0.016986376
960,0.026378857
961,0.0053373924
962,0.0073526865
963,0.004179403
964,0.018618869
965,0.049924113
966,0.039455105
967,0.0660556
968,0.036641844
969,0.36065975
970,0.18100727
971,0.0062322216
972,0.47132933
973,0.037863936
974,0.13148564
975,0.0052399
976,0.0012800882
977,0.072421715
978,0.009875836
979,0.05670962
980,0.67661136
981,0.0028009764
982,0.0030153967
983,0.01618842
984,0.0047895885
985,0.035519592
986,0.28838277
987,0.002502381
988,0.0074036624
989,0.014233682
990,0.01461626
991,0.02023873
992,0.0025835077
993,0.005284303
994,0.035648108
995,0.003195858
996,0.4417673
997,0.00283347
998,0.019533068
999,0.01214106
1000,0.010952339
1001,0.0038439147
1002,0.053489387
1003,0.017490987
1004,0.010759101
1005,0.068176806
1006,0.0051444825
1007,0.03206946
1008,0.0048266607
1009,0.01959547
1010,0.004191443
1011,0.015828542
1012,0.0078004654
1013,0.021583624
1014,0.041429073
1015,0.009738646
1016,0.16384052
1017,0.0053214477
1018,0.38700002
1019,0.03518824
1020,0.0034386641
1021,0.032195054
1022,0.06887207
1023,0.022245297
1024,0.09721191
1025,0.009160447
1026,0.0050116777
1027,0.025826894
1028,0.007890208
1029,0.002297198
1030,0.0077536805
1031,0.0069771595
1032,0.097889505
1033,0.010241499
1034,0.020781767
1035,0.0046600904
1036,0.007856967
1037,0.0058748135
1038,0.005035927
1039,0.0054808883
1040,0.0049168686
1041,0.030265404
1042,0.35700944
1043,0.0058067697
1044,0.033507265
1045,0.016292868
1046,0.0063123666
1047,0.0030196616
1048,0.020799916
1049,0.010113475
1050,0.009441198
1051,0.025835507
1052,0.03322822
1053,0.19233507
1054,0.003533476
1055,0.0659381
1056,0.0032422598
1057,0.0033518455
1058,0.014167124
1059,0.065949336
1060,0.038426016
1061,0.033483483
1062,0.04798535
1063,0.0049023367
1064,0.018322838
1065,0.11150139
1066,0.032885473
1067,0.009581877
1068,0.0027723548
1069,0.007704263
1070,0.008238097
1071,0.005381208
1072,0.09034578
1073,0.6603215
1074,0.00936857
1075,0.008020935
1076,0.05275492
1077,0.073747225
1078,0.007026203
1079,0.130941
1080,0.031465743
1081,0.016762124
1082,0.0819358
1083,0.014288219
1084,0.03837845
1085,0.016170932
1086,0.0036366675
1087,0.024272818
1088,0.055710003
1089,0.25805452
1090,0.011209244
1091,0.005823854
1092,0.005377103
1093,0.094773285
1094,0.0076164654
1095,0.18441905
1096,0.034602452
1097,0.18483159
1098,0.059079938
1099,0.06796663
1100,0.04815672
1101,0.018531967
1102,0.01210481
1103,0.010271026
1104,0.0032348563
1105,0.047416408
1106,0.030774461
1107,0.01585666
1108,0.1736406
1109,0.080675736
1110,0.01981375
1111,0.009646531
1112,0.009130554
1113,0.009720486
1114,0.020861462
1115,0.01174165
1116,0.010851232
1117,0.115265444
1118,0.24868114
1119,0.0068657054
1120,0.017619297
1121,0.04146304
1122,0.0036435227
1123,0.0103759095
1124,0.077554986
1125,0.019448703
1126,0.09098389
1127,0.013607331
1128,0.36163828
1129,0.016636776
1130,0.016959835
1131,0.005733323
1132,0.4273759
1133,0.03833236
1134,0.09430828
1135,0.34133208
1136,0.045105625
1137,0.010232267
1138,0.0067673307
1139,0.029759089
1140,0.0056839073
1141,0.009092866
1142,0.0049950792
1143,0.12212574
1144,0.25903788
1145,0.044547968
1146,0.04280263
1147,0.077089906
1148,0.024580302
1149,0.0138187
1150,0.010479746
1151,0.018149635
1152,0.04552969
1153,0.004569598
1154,0.011680254
1155,0.088046074
1156,0.008666985
1157,0.5032642
1158,0.6913926
1159,0.062132962
1160,0.0037591048
1161,0.22957052
1162,0.043641
1163,0.039525624
1164,0.022855764
1165,0.033547405
1166,0.01838121
1167,0.2661211
1168,0.006798249
1169,0.011282716
1170,0.018142592
1171,0.38505453
1172,0.013136618
1173,0.024688866
1174,0.010543816
1175,0.05080439
1176,0.63782346
1177,0.51489097
1178,0.3026328
1179,0.013434744
1180,0.15057589
1181,0.34589
1182,0.026613105
1183,0.089473985
1184,0.13150266
1185,0.042913318
1186,0.113874406
1187,0.07788567
1188,0.6456221
1189,0.070411466
1190,0.0025863193
1191,0.36651713
1192,0.0030348934
1193,0.71549094
1194,0.05177367
1195,0.13526578
1196,0.0054558194
1197,0.004248866
1198,0.010509263
1199,0.09376328
1200,0.011366782
1201,0.026986955
1202,0.0017121335
1203,0.00218564
1204,0.0018723052
1205,0.013478746
1206,0.0057624667
1207,0.69405
1208,0.03124772
1209,0.09718888
1210,0.011181273
1211,0.028523935
1212,0.032049056
1213,0.0013329909
1214,0.004996115
1215,0.6989973
1216,0.007291227
1217,0.10381429
1218,0.0050389264
1219,0.06935548
1220,0.018791165
1221,0.05559616
1222,0.019419929
1223,0.068186544
1224,0.0057083643
1225,0.039673932
1226,0.009567936
1227,0.00457961
1228,0.08986339
1229,0.41664356
1230,0.798581
1231,0.011705618
1232,0.08674725
1233,0.017753927
1234,0.49824917
1235,0.83918405
1236,0.00524265
1237,0.07354768
1238,0.4660419
1239,0.044312727
1240,0.018880479
1241,0.007326353
1242,0.027299795
1243,0.006133937
1244,0.02257536
1245,0.047491964
1246,0.18796875
1247,0.022906167
1248,0.0024486622
1249,0.118492775
1250,0.010781098
1251,0.2849855
1252,0.03621343
1253,0.015203399
1254,0.09473171
1255,0.019024264
1256,0.06417064
1257,0.034136865
1258,0.009863068
1259,0.0059589017
1260,0.2562349
1261,0.008245981
1262,0.057192326
1263,0.08241198
1264,0.0107511105
1265,0.0039342428
1266,0.021630308
1267,0.03477877
1268,0.078387864
1269,0.024418654
1270,0.057809442
1271,0.014036083
1272,0.28807318
1273,0.13617882
1274,0.08759434
1275,0.1361344
1276,0.40083188
1277,0.021064557
1278,0.23567408
1279,0.047258247
1280,0.0077343453
1281,0.21373467
1282,0.007288163
1283,0.04612388
1284,0.05205794
1285,0.011894576
1286,0.010959737
1287,0.008900437
1288,0.12382028
1289,0.01349613
1290,0.049541067
1291,0.031894144
1292,0.12840916
1293,0.042989034
1294,0.72966003
1295,0.01696638
1296,0.006923718
1297,0.017682904
1298,0.013168888
1299,0.004228884
1300,0.058445852
1301,0.0104410695
1302,0.025811216
1303,0.1914776
1304,0.0671677
1305,0.0044276235
1306,0.0023237858
1307,0.16449112
1308,0.0038147366
1309,0.020991098
1310,0.056107085
1311,0.0010318564
1312,0.005109718
1313,0.07697498
1314,0.011497539
1315,0.04198147
1316,0.011598679
1317,0.54667306
1318,0.016314449
1319,0.010175722
1320,0.0038856484
1321,0.006287533
1322,0.047357354
1323,0.082699314
1324,0.016757654
1325,0.05542047
1326,0.009186968
1327,0.030242544
1328,0.04089957
1329,0.08786574
1330,0.018581597
1331,0.020247377
1332,0.00889373
1333,0.01670031
1334,0.019162372
1335,0.070546724
1336,0.07292258
1337,0.0091501605
1338,0.0376129
1339,0.0731626
1340,0.037307687
1341,0.0077752965
1342,0.013824432
1343,0.008690598
1344,0.019494442
1345,0.010122534
1346,0.012063079
1347,0.06845039
1348,0.091463424
1349,0.4087213
1350,0.012809288
1351,0.025761008
1352,0.040118445
1353,0.003906866
1354,0.019278016
1355,0.008961508
1356,0.008581598
1357,0.04375072
1358,0.00880991
1359,0.020535344
1360,0.0043331455
1361,0.2089364
1362,0.005668435
1363,0.008026902
1364,0.042209413
1365,0.06674457
1366,0.0048043597
1367,0.0046814624
1368,0.11807823
1369,0.881099
1370,0.004633796
1371,0.12003164
1372,0.006731758
1373,0.020096
1374,0.07759554
1375,0.14419739
1376,0.02058756
1377,0.25418738
1378,0.0065343753
1379,0.049905684
1380,0.0026116464
1381,0.070308045
1382,0.05498265
1383,0.04333075
1384,0.006667971
1385,0.0065167854
1386,0.0063536586
1387,0.0263179
1388,0.058214474
1389,0.051945355
1390,0.061164662
1391,0.016274294
1392,0.016645728
1393,0.024974694
1394,0.08692737
1395,0.054304678
1396,0.07150167
1397,0.01991104
1398,0.015628347
1399,0.06641812
1400,0.028744264
1401,0.017304134
1402,0.008213204
1403,0.005968544
1404,0.05653725
1405,0.0076943287
1406,0.0073359967
1407,0.032149855
1408,0.023961935
1409,0.01666089
1410,0.009859241
1411,0.008561374
1412,0.0047691483
1413,0.011782911
1414,0.009043078
1415,0.012228038
1416,0.010825596
1417,0.028839938
1418,0.0027792195
1419,0.76895005
1420,0.026299097
1421,0.011191553
1422,0.12605962
1423,0.0028046933
1424,0.032666292
1425,0.0066967923
1426,0.0066371094
1427,0.009238454
1428,0.01520662
1429,0.027917545
1430,0.013395824
1431,0.14821632
1432,0.011926789
1433,0.016944434
1434,0.009833041
1435,0.0056829723
1436,0.34723738
1437,0.011313189
1438,0.0065055485
1439,0.014147292
1440,0.59446716
1441,0.0086869225
1442,0.024722878
1443,0.0031604639
1444,0.018340945
1445,0.0038246925
1446,0.32263598
1447,0.12913959
1448,0.021003067
1449,0.007750669
1450,0.005903654
1451,0.09281311
1452,0.008504988
1453,0.00964731
1454,0.0056816866
1455,0.023431705
1456,0.2700219
1457,0.019765522
1458,0.0029108925
1459,0.0119345905
1460,0.026806869
1461,0.005941962
1462,0.009023924
1463,0.14899012
1464,0.009597937
1465,0.0122430455
1466,0.025165632
1467,0.09986678
1468,0.005827364
1469,0.070713595
1470,0.0069480087
1471,0.14655907
1472,0.0029400606
1473,0.0319137
1474,0.011606428
1475,0.3395642
1476,0.28333727
1477,0.0332099
1478,0.007313862
1479,0.068989046
1480,0.013510606
1481,0.004892927
1482,0.034909964
1483,0.0027697366
1484,0.0051854043
1485,0.7357715
1486,0.41851565
1487,0.041921712
1488,0.008428565
1489,0.07613122
1490,0.023961611
1491,0.052271493
1492,0.03152551
1493,0.01301834
1494,0.02518532
1495,0.09087502
1496,0.016017022
1497,0.004694915
1498,0.13341841
1499,0.020513298
1500,0.007099053
1501,0.07572458
1502,0.03616003
1503,0.113018535
1504,0.07196844
1505,0.0073489808
1506,0.10234573
1507,0.042928938
1508,0.04919881
1509,0.058728974
1510,0.013863361
1511,0.0028883447
1512,0.022408674
1513,0.013734671
1514,0.019177577
1515,0.012535992
1516,0.004256951
1517,0.14227171
1518,0.094910435
1519,0.019958623
1520,0.026580181
1521,0.054454286
1522,0.02849122
1523,0.018511292
1524,0.0024898897
1525,0.054370664
1526,0.20736456
1527,0.08977389
1528,0.0311557
1529,0.00587627
1530,0.058220048
1531,0.010749387
1532,0.06347031
1533,0.521813
1534,0.06976226
1535,0.008965325
1536,0.011876925
1537,0.52110714
1538,0.012522629
1539,0.0033038885
1540,0.0038291682
1541,0.3589765
1542,0.0048918473
1543,0.01424269
1544,0.022762636
1545,0.008923158
1546,0.0031393005
1547,0.08755074
1548,0.052087374
1549,0.06910882
1550,0.0093991235
1551,0.019086126
1552,0.016474431
1553,0.09562705
1554,0.012743329
1555,0.53617656
1556,0.009452451
1557,0.002486674
1558,0.4966744
1559,0.12036441
1560,0.19947872
1561,0.016259916
1562,0.0075721513
1563,0.052969825
1564,0.0033505014
1565,0.017191261
1566,0.012353483
1567,0.009864922
1568,0.0030718164
1569,0.021542203
1570,0.35147324
1571,0.009400477
1572,0.018088005
1573,0.025189484
1574,0.0114590805
1575,0.008721442
1576,0.023539465
1577,0.003987573
1578,0.013611652
1579,0.0065479074
1580,0.01930977
1581,0.006473722
1582,0.0054089497
1583,0.0059005735
1584,0.0017171106
1585,0.0093420055
1586,0.19708076
1587,0.12607266
1588,0.3198258
1589,0.0074539836
1590,0.004610161
1591,0.037166517
1592,0.0046764417
1593,0.0072510703
1594,0.17566442
1595,0.09383701
1596,0.009133385
1597,0.008036878
1598,0.0067531466
1599,0.024272602
1600,0.0027535316
1601,0.004761932
1602,0.005460119
1603,0.062366843
1604,0.0077982703
1605,0.00795724
1606,0.05661928
1607,0.047097657
1608,0.021615786
1609,0.02216244
1610,0.0036610847
1611,0.028985899
1612,0.18207392
1613,0.024763508
1614,0.06549601
1615,0.008600353
1616,0.88526136
1617,0.64748377
1618,0.023729542
1619,0.15211506
1620,0.55237055
1621,0.46676353
1622,0.034059804
1623,0.71273506
1624,0.036069307
1625,0.0030995614
1626,0.0019297611
1627,0.01387345
1628,0.024100998
1629,0.0112906555
1630,0.0047187344
1631,0.0063957074
1632,0.20645007
1633,0.083158635
1634,0.01517273
1635,0.007798724
